"SBD","NV1.N","NV1.TH","NV2.N","NV2.TH","NV3.N","NV3.TH","NV4.N","NV4.TH"
"BKT004548","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA075121","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT045806","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC059812","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC016230","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA078756","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0",NA,NA
"TLA069498","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"ABC030586","KT33","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA000001","KT41","Toan,Hoa,Anh,0","KQ2","Toan,Van,Anh,0",NA,NA,NA,NA
"TMA099139","KT22","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"TLA037878","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"CON026853","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1","QT11","Toan,Hoa,Anh,0","KT21","Toan,Ly,Anh,1"
"ABC009245","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"BKT052001","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"ABC038039","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1"
"CON049638","KQ1","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA071757","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TLA049608","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Sinh,1","KT11","Toan,Ly,Hoa,1"
"BKT008746","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"TMA045209","QT12","Toan,Hoa,Anh,0","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"CON047936","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"TLA010237","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT32","Toan,Ly,Hoa,1"
"ABC015098","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT040643","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"BKT076967","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"CON069844","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC021428","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT082682","KT52","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1"
"ABC080878","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA050699","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT52","Toan,Ly,Hoa,0"
"ABC009121","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT23","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"ABC064438","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT063151","KT42","Toan,Hoa,Anh,0","KT32","Toan,Hoa,Anh,1",NA,NA,NA,NA
"BKT014340","KQ3","Toan,Ly,Anh,0","KT13","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1",NA,NA
"CON016644","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1",NA,NA
"TLA035204","KT23","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"ABC094974","CN1","Toan,Ly,Anh,1","KQ1","Toan,Van,Anh,0","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA089050","KT23","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"KTA030142","QT11","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"BKT082276","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA094953","KT52","Toan,Hoa,Anh,0","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"ABC070850","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"TLA068898","CN3","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA089252","TA1","Anh,Toan,Van,1","CN2","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","KT22","Toan,Ly,Anh,1"
"SPB065820","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"ABC084594","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"SPB092082","KT31","Toan,Hoa,Anh,1","KT42","Toan,Hoa,Anh,0",NA,NA,NA,NA
"ABC090935","KT22","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"BKT016491","KT22","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"ABC043122","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB021150","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"ABC071257","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT52","Toan,Ly,Hoa,0","CN3","Toan,Ly,Hoa,1"
"TLA032785","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"BKT056665","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA091004","KT13","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1"
"TLA011411","KQ2","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"KTA063176","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA085615","KT21","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0","KT51","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"TMA008014","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"TMA045246","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1",NA,NA
"TLA032015","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"CON008917","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","QT14","Toan,Ly,Hoa,0"
"KTA077058","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT42","Toan,Ly,Hoa,0"
"KTA063443","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA085706","CN1","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"CON056807","KT12","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"BKT049181","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","QT11","Toan,Ly,Anh,0",NA,NA
"ABC062068","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA001187","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1"
"SPB059136","CN2","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"SPB067950","KT22","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA007851","KT12","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KQ2","Toan,Ly,Hoa,0"
"CON058263","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","QT12","Toan,Ly,Hoa,0"
"TLA081974","CN3","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"KTA022868","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"TLA031704","KT21","Toan,Ly,Anh,1","KQ2","Toan,Ly,Anh,0","KT12","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1"
"KTA043642","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA000226","KT51","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"SPB016395","KT21","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT23","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"BKT042790","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"TLA012037","KT31","Toan,Hoa,Anh,1","TA1","Anh,Toan,Van,1",NA,NA,NA,NA
"BKT071455","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0","CN2","Toan,Ly,Anh,1"
"TMA017677","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"TMA034707","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TLA076624","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TLA088246","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TMA034149","TA1","Anh,Toan,Van,1","KT42","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA054840","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"TLA061988","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"ABC075828","KT13","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT23","Toan,Ly,Hoa,1"
"CON007356","CN1","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"TLA003713","KT31","Toan,Hoa,Anh,1","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA
"SPB066175","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA005395","KT13","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA071111","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC056397","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"TMA033931","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1"
"SPB092840","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC024737","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"ABC029993","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"TLA037063","KT14","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA
"CON007335","KT31","Toan,Hoa,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1"
"KTA022368","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA
"KTA018023","KT23","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA089936","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"ABC016128","CN1","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1"
"TLA002521","CN3","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA073234","KT12","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT14","Toan,Ly,Hoa,1"
"CON025940","KT22","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1"
"KTA034954","KT11","Toan,Ly,Hoa,1",NA,NA,NA,NA,NA,NA
"CON017079","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"SPB076680","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"CON055430","KT41","Toan,Hoa,Anh,0",NA,NA,NA,NA,NA,NA
"SPB042877","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TMA079870","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"TLA004241","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1",NA,NA,NA,NA
"ABC078175","KT21","Toan,Ly,Anh,1","KT31","Toan,Hoa,Anh,1","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"TLA013599","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"TLA096967","CN1","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"BKT052039","KT21","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"TLA060415","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"SPB003739","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1"
"CON071811","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TMA090220","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"CON065795","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"ABC040319","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"ABC083813","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT048798","CN1","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1"
"CON061038","KT22","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT51","Toan,Ly,Hoa,0","CN2","Toan,Ly,Hoa,1"
"TMA033933","KT11","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"BKT010028","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"TLA037713","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1",NA,NA,NA,NA
"TMA075814","KT12","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TMA087242","QT11","Toan,Ly,Hoa,0",NA,NA,NA,NA,NA,NA
"SPB069023","KT51","Toan,Ly,Hoa,0","KT41","Toan,Ly,Hoa,0","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1"
"CON019353","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB064112","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"TMA076773","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"TMA030019","KT31","Toan,Hoa,Anh,1","KT51","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TMA073642","KT21","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA015196","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA
"KTA081615","KT31","Toan,Hoa,Anh,1","KT42","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TMA065242","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"BKT054273","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"BKT040543","KT31","Toan,Hoa,Sinh,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA072962","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"TMA074821","KT31","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"SPB015946","CN1","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KQ3","Toan,Ly,Anh,0",NA,NA
"KTA080171","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"SPB056146","KT32","Toan,Hoa,Sinh,1","KT31","Toan,Hoa,Sinh,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1"
"TMA065279","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"TMA011671","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN3","Toan,Hoa,Sinh,1","QT12","Toan,Hoa,Anh,0"
"CON029058","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT14","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"KTA047696","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KQ1","Toan,Ly,Hoa,0","KT22","Toan,Ly,Hoa,1"
"SPB048495","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"TLA053521","KT31","Toan,Hoa,Sinh,1",NA,NA,NA,NA,NA,NA
"SPB099369","KT12","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"BKT035533","KT31","Toan,Hoa,Anh,1","KT32","Toan,Hoa,Anh,1",NA,NA,NA,NA
"TMA001783","KT22","Toan,Ly,Hoa,1","KQ3","Toan,Ly,Hoa,0","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"ABC017944","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
"KTA017484","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT41","Toan,Ly,Hoa,0"
"ABC033401","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT11","Toan,Ly,Anh,1",NA,NA
"TMA093321","KT21","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1"
"TLA049575","KT23","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1"
"TLA018445","KQ3","Toan,Van,Anh,0","QT11","Toan,Hoa,Anh,0",NA,NA,NA,NA
"TLA093891","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"SPB076556","KT22","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1"
"CON017971","KT31","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN3","Toan,Ly,Hoa,1"
"SPB079054","KT31","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"SPB029613","KT22","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1",NA,NA,NA,NA
"SPB054583","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA,NA,NA
"SPB035736","KT11","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA
"TLA004310","KT21","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1",NA,NA
"TMA076277","KT31","Toan,Hoa,Anh,1","KQ3","Toan,Van,Anh,0",NA,NA,NA,NA
"CON029102","TA1","Anh,Toan,Van,1",NA,NA,NA,NA,NA,NA
"ABC022489","KT41","Toan,Hoa,Anh,0","KT32","Toan,Hoa,Anh,1",NA,NA,NA,NA
"ABC038724","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"TMA085820","CN2","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1",NA,NA,NA,NA
"BKT077637","KT21","Toan,Ly,Hoa,1","KT12","Toan,Ly,Hoa,1","KT31","Toan,Hoa,Anh,1","CN1","Toan,Ly,Hoa,1"
"SPB091104","KT12","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1"
"KTA038044","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","KT22","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1"
"SPB026327","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA,NA,NA
"SPB063170","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT14","Toan,Ly,Anh,1"
"TLA072378","KT32","Toan,Hoa,Anh,1","CN3","Toan,Hoa,Anh,1",NA,NA,NA,NA
"ABC039994","CN1","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT006784","KT21","Toan,Ly,Anh,1","CN1","Toan,Ly,Anh,1","KT13","Toan,Ly,Anh,1",NA,NA
"SPB008058","KT31","Toan,Hoa,Sinh,1","KT12","Toan,Ly,Hoa,1","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1"
"BKT080465","KQ2","Toan,Van,Anh,0","KT31","Toan,Hoa,Anh,1",NA,NA,NA,NA
"SPB011516","CN2","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","KT11","Toan,Ly,Hoa,1","QT11","Toan,Ly,Hoa,0"
"TMA040509","CN1","Toan,Ly,Anh,1","KT12","Toan,Ly,Anh,1","KT21","Toan,Ly,Anh,1","KT22","Toan,Ly,Anh,1"
"ABC052955","KT22","Toan,Ly,Anh,1","CN2","Toan,Ly,Anh,1",NA,NA,NA,NA
"TLA071646","CN2","Toan,Ly,Hoa,1","KT21","Toan,Ly,Hoa,1","CN1","Toan,Ly,Hoa,1","TA1","Anh,Toan,Van,1"
"TLA070551","KQ1","Toan,Van,Anh,0",NA,NA,NA,NA,NA,NA
